Key,Name,Tags,Ideas
google/gsoc2014/scummvm,ScummVM,"scummvm, multiplatform, games, adventures, point and click, 2D, play, C++, retro-gaming",http://wiki.scummvm.org/index.php/GSoC_Ideas
google/gsoc2014/shogun,Shogun Machine Learning Toolbox,"machine learning, science, math, statistics, bioinformatics, large scale learning, support vector machine, open source, free software, python, c++, d3js, django, swig",http://shogun-toolbox.org/page/Events/gsoc2014_ideas
google/gsoc2014/sigmah,Sigmah,"hfoss, java, gwt, drupal, project-management, humanitarian",http://code.google.com/p/sigma-h/wiki/Ideas4GSoC2014
google/gsoc2014/smc,Swathanthra Malayalam Computing,"Language Technology, Indic, Rendering, i18n, python, flask, Android, c++, RoR, Language Modeling, Braille, m17n, machine learning, REST API, jquery, spellcheck, TeX",http://wiki.smc.org.in/SoC/2014/Project_ideas
google/gsoc2014/stellar,The STE||AR Goup,"parallelcomputing, C++, asynchronous programming, dataflow",https://github.com/STEllAR-GROUP/hpx/wiki/GSoC-2014-Project-Ideas
google/gsoc2014/strace,strace,"tracing, strace, C, system-programming, kernel, system-call, syscall",http://sourceforge.net/p/strace/wiki/GoogleSummerOfCode2014/
google/gsoc2014/stratosphere,Stratosphere Project,"java, scala, big data, hadoop, analytics, distributed systems, machine learning, cloud computing",https://github.com/stratosphere/stratosphere/wiki/Google-Summer-of-Code-2014
google/gsoc2014/subsurface,Subsurface,"divelog, C, C++, qt, ios, android",http://trac.hohndel.org/wiki/Subsurface_GSOC_2014_Idea_List
google/gsoc2014/sugarlabs,Sugar Labs,"learning, software, Python, GNOME, JavaScript, HTML5",http://wiki.sugarlabs.org/go/Summer_of_Code/2014
google/gsoc2014/supertuxkart,SuperTuxKart,"games, c++, php, racing, multiplatform",http://supertuxkart.sourceforge.net/GSoC_topics_2014
google/gsoc2014/sympy,SymPy,"math, physics, python, science, bsd",https://github.com/sympy/sympy/wiki/gsoc-2014-ideas
google/gsoc2014/syncdiff,SyncDiff(erent),"Perl, File Synchronization, Multi-processed, IPC, networking, cloud",http://syncdiff.org/p/syncdiff/page/GSoC-2014-Ideas/
google/gsoc2014/syslog_ng,The syslog-ng project,"syslog, logging, event processing, C, security",https://github.com/balabit/syslog-ng/wiki/GSoC2014-idea-&-project-list
google/gsoc2014/systers,"Systers, an Anita Borg Institute Community","Systers, Anita Borg Institute, Women in Technology, Women in Computing",https://github.com/systers/ossprojects/wiki/GSoC-2014
google/gsoc2014/tatoeba,Tatoeba Association,"translation, languages, linux, php, mysql, cakephp, c++, web, shell_script, natural_language_processing, xmpp, python",http://en.wiki.tatoeba.org/articles/show/gsoc_ideas
google/gsoc2014/teammates,TEAMMATES Project @ National University of Singapore,"java, app engine, SaaS, PaaS, cloud, education, JavaEE, JavaScript",http://tinyurl.com/teammates-ideas
google/gsoc2014/thinkup,ThinkUp,"php, mysql, javascript, jquery, bootstrap, analytics, smarty, googlecharts",https://github.com/ginatrapani/ThinkUp/wiki/Google-Summer-of-Code-2014-Ideas-Page
google/gsoc2014/timvideos,TimVideos.us,"video, streaming, hardware, python, gstreamer, multimedia, prototype, Ruby, Verilog, VHDL, firmware, web, website, flumotion, audio, sound, system, electronics, frontend, backend, Django, fpga, encoding, encoder, optimization, ethernet, cloud, Debian, virtual machine, graphics, graphic design, MJPEG, JPEG, image, documentation, plugin, dvswitch, porting, C, C++, reverse engineering, gst-switch, automation, RTMP, JustinTV, Youtube, Xilinx, Digilent ATLYS, extension board, Twisted, javascript, HTML, HDMI, USB, network, ",http://code.timvideos.us/Ideas.html
google/gsoc2014/tor,The Tor Project and EFF,"c, python, security, privacy, anonymity, anti-censorship",https://www.torproject.org/about/gsoc.html.en
google/gsoc2014/tox,Project Tox,"Skype, secure, communications, messaging, im, disibuted, hash table, decentralized, encryption, chatting, free, gpl, C, C++, GTK, Qt, Android, iOS, UDP, TCP",http://wiki.tox.im/Proposed_Google_Summer_of_Code_ideas
google/gsoc2014/tpf,The Perl Foundation,"perl, parrot, cpan",http://wiki.enlightenedperl.org/gsoc2014/ideas
google/gsoc2014/twitter,Twitter,"scala, java, javascript",https://github.com/twitter/twitter.github.com/wiki/Google-Summer-of-Code-2014
google/gsoc2014/typo3,TYPO3 Association,"cms, framework, php, content-management, web",http://wiki.typo3.org/Gsoc2014/Ideas
google/gsoc2014/vtk,Visualization Toolkit (VTK),"C++, OpenGL, Visualization, Science, Parallel",http://www.vtk.org/Wiki/VTK/GSoC_2014
google/gsoc2014/wesnoth,Battle for Wesnoth,"ai_development, ai, artificial_intelligence, lua, multiplayer, game_development, c++, game_engine, game, games, graphics, server, scripting, extensibility",http://wiki.wesnoth.org/SummerOfCodeIdeas
google/gsoc2014/wikimedia,Wikimedia,"wikipedia, wikimedia, mediawiki, wiki, php, javascript, html, css, opendata, i18n, input methods, jQuery, media, web, bugzilla, semantic",https://www.mediawiki.org/wiki/Google_Summer_of_Code_2014
google/gsoc2014/wine,The Wine Project,"c, linux, windows, games",http://wiki.winehq.org/SummerOfCode
google/gsoc2014/wiselib,The Wiselib,"wiselib, embedded, C++, sensor networks, internet of things, iOS, Android",http://www.wiselib.org/gsoc/project_ideas.html
google/gsoc2014/wordpress,WordPress,"WordPress, PHP, JavaScript, jQuery, TinyMCE, CMS, Publishing, Blogging, MySQL, nginx",http://codex.wordpress.org/GSoC2014
google/gsoc2014/worldforge,WorldForge,"C++, python, games, GUI, Ogre, CEGUI, mmorpg, 3D, ryzom, opennel, php, blender, lua, AI",http://wiki.worldforge.org/wiki/Summer_of_Code
google/gsoc2014/wso2_2014,WSO2,"SOA, middleware, cloud computing, PaaS",http://docs.wso2.org/display/GSoC/WSO2+GSoC+Project+Proposals
google/gsoc2014/wx,wxWidgets,"c++, gui, cross-platform, windows, linux, osx, mac",http://www.wxwidgets.org/gsoc/projects/
google/gsoc2014/xapian,Xapian Search Engine Library,"information retrieval, IR, text, search, index, indexing, indexed, cjk, cjkv, japanese, korean, swig, bindings, C++, Python, Java, C#, CSharp, PHP, library, gmane, lucene, parsing, machine learning, xapian, fun!",http://trac.xapian.org/wiki/GSoCProjectIdeas
google/gsoc2014/xen_project,Xen Project,"virtualization, cloud operating system, linux",http://wiki.xen.org/wiki/GSoc_2014
google/gsoc2014/xorg,X.Org Foundation,"Graphics drivers, X11, Wayland, Mesa, DRI, OpenGL, OpenCL",http://www.x.org/wiki/SummerOfCodeIdeas100000000 0
